are	VBP	O
n't	RB	O
helping	VBG	O
me	PRP	O
sleep	JJ	O
.	.	O
head	NN	O
full	JJ	O
of	IN	O
broken	JJ	O
biscuits	NNS	O
at	IN	O
4am	CD	O
with	IN	O
horrid	JJ	B-NP
intrusive	JJ	I-NP
thoughts	NNS	I-NP
wide	JJ	O
awake	NN	O
and	CC	O
this	DT	O
trazodone	NN	O
starting	VBG	O
to	TO	O
feel	VB	O
like	IN	O
a	DT	O
sugar	NN	O
pill..	NN	O
i	NN	O
'd	MD	O
actually	RB	O
prefer	VB	O
to	TO	O
be	VB	O
at	IN	O
work	NN	O
right	RB	O
bout	RB	O
now	RB	O
.	.	O
do	VBP	O
you	PRP	O
have	VB	O
any	DT	O
medication	NN	O
allergies	NNS	B-NP
?	.	O
``	``	O
asthma	NN	O
!	.	O
!	.	O
!	.	O
''	''	O
me	PRP	O
:	:	O
``	``	O
...	:	O
...	:	O
..	NN	O
''	''	O
pt	NN	O
:	:	O
``	``	O
no	DT	O
wait	NN	O
.	.	O
avelox	NN	O
,	,	O
that	WDT	O
's	VBZ	O
it	PRP	O
!	.	O
''	''	O
``	``	O
so	RB	O
no	DT	O
other	JJ	O
allergies	NNS	O
?	.	O
''	''	O
``	``	O
right	NN	O
!	.	O
''	''	O
*cont	NN	O
@	JJ	O
illtreaturite1	NN	O
fluox	VBD	O
a	DT	O
friend	NN	O
4	CD	O
years	NNS	O
,	,	O
but	CC	O
switch	VBP	O
to	TO	O
cymbalta	VB	O
4	CD	O
anti-depress/pain	JJ	O
control	NN	O
.	.	O
i	VB	O
ocd	JJ	O
worry	NN	O
.	.	O
ca	MD	O
n't	RB	O
stop	VB	O
running	VBG	O
mind	NN	O
@	RB	O
lanternlizard	JJ	O
cymbalta	NN	O
switch	NN	O
is	VBZ	O
part	NN	O
of	IN	O
what	WP	O
made	VBD	O
me	PRP	O
flip	NN	O
.	.	O
but	CC	O
any	DT	O
snri	NN	O
with	IN	O
family	NN	O
hx	NN	O
of	IN	O
mania	NN	O
puts	VBZ	O
you	PRP	O
at	IN	O
risk	NN	O
.	.	O
@	JJ	O
enlightenmentor	NN	O
umm	NN	O
,	,	O
are	VBP	O
you	PRP	O
being	VBG	O
a	DT	O
smart-ass	NN	O
?	.	O
dont	JJ	O
mess	NN	O
with	IN	O
me	PRP	O
right	RB	O
now	RB	O
.	.	O
going	VBG	O
through	IN	O
cymbalta	NN	O
withdrawal	NN	B-NP
i	NN	O
think	VBP	O
&	CC	O
amp	VBP	O
;	:	O
im	JJ	O
very	RB	O
depressed	JJ	O
.	.	O
@	JJ	O
doctorchristian	NN	O
is	VBZ	O
my	PRP$	O
memory	NN	O
really	RB	O
bad	JJ	O
due	JJ	O
to	TO	O
900mg	CD	O
seroquel	NN	O
and	CC	O
120mg	CD	O
cymbalta	NN	O
or	CC	O
the	DT	O
bipolar	JJ	O
itself	PRP	O
?	.	O
i	VB	O
'm	VBP	O
not	RB	B-NP
remembering	VBG	I-NP
conversations	NNS	O
olanzapine	NN	O
is	VBZ	O
supposed	VBN	O
to	TO	O
make	VB	O
you	PRP	O
a	DT	O
fat	JJ	B-NP
bastard	NN	O
i	NN	O
got	VBD	O
off	RP	O
lucky	JJ	O
.	.	O
lithium	NN	O
makes	VBZ	O
my	PRP$	O
hand	NN	B-NP
shake	NN	I-NP
.	.	O
bipolar	NN	O
or	CC	O
schizo	NN	O
drugs	NNS	O
.	.	O
pt	NN	O
of	IN	O
mine	NN	O
died	VBN	B-NP
from	IN	O
cipro	JJ	O
rt	NN	O
@	NNP	O
ciproispoison	NN	O
:	:	O
@	JJ	O
gastromom	NN	O
if	IN	O
only	RB	O
more	JJR	O
doctors	NNS	O
thought	VBP	O
like	IN	O
you	PRP	O
!	.	O
i	NN	O
lost	VBD	O
my	PRP$	O
entire	JJ	O
life	NN	O
to	TO	O
12	CD	O
cipro	NNS	O
pills	NNS	O
@	JJ	O
gastromom	VBD	O
the	DT	O
only	JJ	O
pt	NN	O
of	IN	O
mine	NN	O
who	WP	O
ever	RB	O
died	VBD	B-NP
was	VBD	O
one	CD	O
age	NN	O
21	CD	O
profound	NN	O
autism	NN	O
chronic	JJ	O
underwt	NN	O
&	CC	O
amp	NN	O
;	:	O
gi	CC	O
issues	NNS	O
,	,	O
given	VBN	O
lots	NNS	O
of	IN	O
cipro	NN	O
.	.	O
terrible	JJ	O
note	NN	O
to	TO	O
self	VB	O
:	:	O
do	VB	O
not	RB	O
take	VB	O
#	#	O
fluoxetine	NN	O
and	CC	O
#	#	O
aleved	VBN	O
together	RB	O
.	.	O
i	VB	O
'm	VBP	O
a	DT	O
space	NN	B-NP
cadet	NN	I-NP
today	NN	O
!	.	O
#	#	O
druginteractions	NNS	O
@	NN	O
iamcarrieeeeee	NN	O
that	WDT	O
's	VBZ	O
what	WP	O
i	JJ	O
get	VBP	O
#	#	O
bipolar2	NN	O
but	CC	O
the	DT	O
bloody	JJ	O
quetiapine	NN	O
made	VBD	O
me	PRP	O
so	IN	O
bloody	JJ	O
miserable	JJ	O
.	.	O
@	JJ	O
zombie_girl_2	NN	O
i	NN	O
tried	VBD	O
that	IN	O
going	VBG	O
cold	JJ	O
turkey	NN	O
on	IN	O
venlafaxine	NN	O
and	CC	O
depakote	NN	O
is	VBZ	O
not	RB	O
a	DT	O
good	JJ	O
idea	NN	O
i	NN	O
dreamt	VBP	B-NP
colours	NNS	I-NP
and	CC	O
lost	VBN	B-NP
my	PRP$	I-NP
fucking	NN	I-NP
mind	NN	I-NP
aghh	NN	O
!	.	O
@	JJ	O
basic_chunnel	NN	O
@	NNP	O
bromethazine	NN	O
i	NN	O
'm	VBP	O
pretty	JJ	O
lucid	NN	O
in	IN	O
all	DT	O
my	PRP$	O
dreams	NNS	O
,	,	O
and	CC	O
the	DT	O
seroquel	NN	O
drowsiness	NN	B-NP
carried	VBD	O
over	IN	O
into	IN	O
the	DT	O
dream	NN	O
.	.	O
lolol	NN	O
.	.	O
i	NN	O
can	MD	O
only	RB	O
get	VB	O
about	IN	O
7-8	JJ	O
hours	NNS	O
of	IN	O
sleep	NN	B-NP
on	IN	I-NP
my	PRP$	I-NP
own	JJ	I-NP
.	.	I-NP
but	CC	I-NP
i	JJ	I-NP
got	VBD	I-NP
at	IN	I-NP
least	JJS	I-NP
16	CD	I-NP
hours	NNS	I-NP
with	IN	O
seroquel	NN	O
.	.	O
i	NN	O
now	RB	O
see	VB	O
how	WRB	O
people	NNS	O
can	MD	O
get	VB	O
addicted	VBN	O
.	.	O
trazodone	NN	O
is	VBZ	O
fun	RB	O
because	IN	O
you	PRP	O
get	VBP	O
high	JJ	B-NP
,	,	O
slowly	RB	O
fade	VBN	O
into	IN	O
sleep	NN	O
,	,	O
then	RB	O
wake	VB	O
up	RP	O
drunk	NN	B-NP
as	IN	O
hell	NN	O
.	.	O
maybe	RB	O
cos	NN	O
of	IN	O
the	DT	O
insulin	NN	O
blocking	VBG	O
effect	NN	O
of	IN	O
seroquel	NN	O
but	CC	O
i	NN	O
do	VBP	O
feel	VB	O
sugar	NN	B-NP
crashes	NNS	I-NP
when	WRB	O
eat	NN	O
fast	RB	O
carbs	NN	O
.	.	O
will	MD	O
feel	VB	B-NP
ill.	RB	I-NP
so	RB	O
avoid	JJ	O
where	WRB	O
poss	NN	O
.	.	O
i	NN	O
took	VBD	O
11	CD	O
pills	NNS	O
of	IN	O
geodon	NN	O
i	NN	O
was	VBD	O
rushed	VBN	O
to	TO	O
the	DT	O
hospital	NN	O
they	PRP	O
had	VBD	O
to	TO	O
stick	VB	O
a	DT	O
tube	NN	O
up	RP	O
my	PRP$	O
nose	JJ	O
ugh	JJ	O
never	RB	O
again	RB	O
i	JJ	O
feel	VBP	O
so	RB	O
bad	JJ	O
today	NN	O
withdrawals	NNS	B-NP
.	.	O
i	JJ	O
wish	JJ	O
xanax	NN	O
made	VBD	O
me	PRP	O
tired	JJ	O
.	.	O
i	NN	O
also	RB	O
wish	JJ	O
ambien	NN	O
,	,	O
trazodone	NN	O
,	,	O
lorazepam	NN	O
,	,	O
lunesta	NN	O
,	,	O
and	CC	O
temazepam	NN	O
did	VBD	O
too	RB	O
.	.	O
#	#	O
tolerance	NN	B-NP
#	#	O
fml	NN	O
anybody	NN	O
get	VB	O
involuntary	JJ	O
facial	JJ	B-NP
spasms	NNS	I-NP
with	IN	O
prozac	NN	O
?	.	O
mine	NN	O
is	VBZ	O
my	PRP$	O
right	JJ	O
eye	NN	B-NP
.	.	O
does	VBZ	O
it	PRP	O
go	VB	O
away	RB	O
or	CC	O
is	VBZ	O
time	NN	O
to	TO	O
try	VB	O
something	NN	O
else	RB	O
?	.	O
so	RB	O
the	DT	O
geodon	NN	O
is	VBZ	O
what	WP	O
made	VBD	O
me	PRP	O
so	IN	O
frickin	JJ	O
hungry	NN	B-NP
all	PDT	O
the	DT	O
time	NN	O
cause	NN	O
i	NN	O
've	VBP	O
eaten	VBN	O
very	RB	O
little	JJ	O
these	DT	O
past	IN	O
few	JJ	O
days	NNS	O
.	.	O
@	NN	O
christal_l	NN	O
that	WDT	O
's	VBZ	O
the	DT	O
problem	NN	O
with	IN	O
most	JJS	O
of	IN	O
them	PRP	O
-	:	O
side	NN	O
effects	NNS	O
.	.	O
i	NN	O
was	VBD	O
on	IN	O
paxil	NN	O
after	IN	O
my	PRP$	O
mom	NN	O
died	VBD	O
and	CC	O
``	``	O
it	PRP	O
''	''	O
stopped	VBD	B-NP
working	VBG	I-NP
.	.	O
fuck	NN	O
that	IN	O
.	.	O
4am	CD	O
and	CC	O
the	DT	O
quetiapine	NN	O
has	VBZ	O
failed	VBN	O
to	TO	O
sedate	VB	O
me	PRP	O
#	#	O
bipolar	JJ	O
#	#	O
insomnia	NN	O
(	(	O
triggering	VBG	O
)	)	O
so	IN	O
...	:	O
i	NN	O
'm	VBP	O
taking	VBG	O
quetiapine	NN	O
and	CC	O
tramadol	JJ	O
pre-cutting	NN	O
.	.	O
i	JJ	O
'm	VBP	O
allergic	JJ	B-NP
to	TO	O
tramadol	VB	O
...	:	O
this	DT	O
should	MD	O
be	VB	O
interesting	JJ	O
#	#	O
selfharm	NN	O
i	NN	O
'm	VBP	O
sure	JJ	O
this	DT	O
fluoxetine	NN	O
is	VBZ	O
making	VBG	O
my	PRP$	O
illness	JJ	B-NP
worse	NN	I-NP
,	,	O
especially	RB	O
since	IN	O
i	NN	O
ca	MD	B-NP
n't	RB	I-NP
eat..	VB	I-NP
today	NN	O
i	VB	O
'm	VBP	O
an	DT	O
emotional	JJ	B-NP
mess	NN	I-NP
.	.	O
that	DT	O
's	VBZ	O
what	WP	O
happens	VBZ	O
when	WRB	O
i	JJ	O
think	VBP	O
i	NN	O
could	MD	O
wean	VB	O
myself	PRP	O
off	IN	O
of	IN	O
cymbalta	NN	O
.	.	O
losing	VBG	O
it	PRP	O
.	.	O
could	MD	O
not	RB	B-NP
remember	VB	I-NP
the	DT	O
word	NN	O
power	NN	O
strip	NN	O
.	.	O
wonder	VB	O
which	WDT	O
drug	NN	O
is	VBZ	O
doing	VBG	O
this	DT	O
memory	NN	B-NP
lapse	JJ	I-NP
thing	NN	O
.	.	O
my	PRP$	O
guess	NN	O
the	DT	O
cymbalta	NN	O
.	.	O
#	#	O
helps	NN	O
@	JJ	O
autumnuh_beee	NN	O
i	NN	O
was	VBD	O
on	IN	O
celexa	NN	O
,	,	O
which	WDT	O
made	VBD	O
me	PRP	O
sleepy	NN	O
.	.	O
i	VB	O
switched	VBD	O
to	TO	O
effexor	VB	O
.	.	O
it	PRP	O
has	VBZ	O
norepinephrine	VBN	O
in	IN	O
it	PRP	O
,	,	O
so	IN	O
it	PRP	O
jump	NN	O
starts	VBZ	O
me	PRP	O
in	IN	O
the	DT	O
mornin	NN	O
trazodone	NN	O
has	VBZ	O
screwed	VBN	O
up	RP	O
my	PRP$	O
sleep	JJ	B-NP
schedule	NN	I-NP
.	.	O
its	PRP$	O
helping	VBG	O
tho	NN	O
.	.	O
that	DT	O
nap	NN	B-NP
was	VBD	O
on	IN	O
point	NN	O
...	:	O
.	.	O
cymbalta	NN	O
did	VBD	O
that	IN	O
shit	NN	O
cuz	NN	O
i	JJ	O
dont	VBP	O
take	VB	O
naps	NNS	O
...	:	O
ever	RB	O
@	JJ	O
andiedanley2626	NN	O
cymbalta	NN	O
.	.	O
3x	CD	O
the	DT	O
dosage	NN	O
i	NN	O
was	VBD	O
once	RB	O
on	IN	O
...	:	O
everything	NN	O
is	VBZ	O
psychedelic	JJ	B-NP
and	CC	O
yuck	NN	O
.	.	O
still	RB	O
grateful	JJ	O
for	IN	O
meds	NNS	O
!	.	O
@	JJ	O
crohnietweets	NNS	O
i	VBP	O
found	VBD	O
the	DT	O
humira	NN	O
to	TO	O
fix	VB	O
all	DT	O
my	PRP$	O
crohn	NN	O
's	POS	O
issues	NNS	O
,	,	O
but	CC	O
cause	VBP	O
other	JJ	O
issues	NNS	O
.	.	O
i	VB	O
went	VBD	O
off	IN	O
it	PRP	O
due	JJ	O
to	TO	O
issues	NNS	O
w	VB	O
nerves/muscle	NN	O
spasms	NNS	O
high	JJ	O
off	IN	O
tramadol	NN	O
and	CC	O
venlafaxine	NN	O
in	IN	O
school	NN	O
omg	NN	O
help	NN	O
i	VB	O
'm	VBP	O
falling	VBG	B-NP
asleep	NN	I-NP
here	RB	O
all	DT	O
i	NNS	O
have	VBP	O
done	VBN	O
today	NN	O
is	VBZ	O
sleep	JJ	B-NP
.	.	O
and	CC	O
i	NN	O
still	RB	O
need	VB	O
to	TO	O
sleep	VB	O
more	JJR	O
.	.	O
this	DT	O
is	VBZ	O
a	DT	O
welcome	JJ	O
change	NN	O
.	.	O
#	#	O
quetiapine	NN	O
@	NN	O
jennabear32819	NNS	O
have	VBP	O
to	TO	O
go	VB	O
to	TO	O
a	DT	O
doc	NN	O
now	RB	O
to	TO	O
see	VB	O
why	WRB	O
i	JJ	O
'm	VBP	O
still	RB	O
gaining	VBG	B-NP
.	.	O
stupid	JJ	O
paxil	NN	O
made	VBD	O
me	PRP	O
gain	VB	B-NP
like	IN	I-NP
50	CD	I-NP
pounds	NNS	I-NP
?	.	O
?	.	O
and	CC	O
now	RB	O
i	RB	O
have	VBP	O
to	TO	O
lose	VB	O
it	PRP	O
@	JJ	O
showbizmom48	NN	O
mri	NN	O
showed	VBD	O
lesions	NNS	O
in	IN	O
my	PRP$	O
noggin	NN	O
:	:	O
s	NN	O
got	VBD	O
to	TO	O
have	VB	O
eeg	VBN	O
to	TO	O
see	VB	O
if	IN	O
its	PRP$	O
ms	NN	O
or	CC	O
humira	NN	O
doing	VBG	O
it.so	RB	O
more	RBR	O
tests	NNS	O
n	RB	O
messing	VBG	O
about	IN	O
lolxx	NN	O
@	JJ	O
mvrcivl	NN	O
vyvanse	NN	O
got	VBD	O
me	PRP	O
up	IN	O
like	IN	O
zombies..	NNP	O
xan	NNP	O
's	POS	O
put	NN	O
me	PRP	O
down	RP	O
,	,	O
them	PRP	O
bitches	VBZ	O
call	VB	O
me	PRP	O
romney..	VB	O
the	DT	O
way	NN	O
i	JJ	O
steady	JJ	O
clown	NN	O
#	#	O
txfreestyle	JJ	O
#	#	O
barrdout	NN	O
@	JJ	O
jordantaylor068	NN	O
yeah	NN	O
,	,	O
i	JJ	O
'm	VBP	O
on	IN	O
vyvanse	NN	O
and	CC	O
sometimes	RB	O
i	NNS	O
have	VBP	O
to	TO	O
be	VB	O
reminded	VBN	O
to	TO	O
eat	VB	B-NP
because	IN	I-NP
i	NN	I-NP
just	RB	I-NP
forget	VB	I-NP
.	.	O
rivaroxaban	JJ	O
diary	JJ	O
day	NN	O
8.	CD	O
left	VBD	O
knee	NN	B-NP
is	VBZ	I-NP
much	RB	I-NP
better	RBR	O
.	.	O
right	JJ	O
knee	NN	O
still	RB	O
painful	JJ	O
.	.	O
back	RB	O
ache	NN	O
receding	NN	O
but	CC	O
suspect	VBP	O
it	PRP	O
will	MD	O
come	VB	O
back	RB	O
once	RB	O
in	IN	O
bed	NN	O
.	.	O
trazodone	NN	O
is	VBZ	O
n't	RB	O
working	VBG	O
.	.	O
ca	MD	O
n't	RB	O
take	VB	O
seroquel	NN	O
at	IN	O
430	CD	O
am	VBP	O
or	CC	O
i	NN	O
wo	MD	B-NP
n't	RB	I-NP
wake	VB	I-NP
up	RP	I-NP
until	IN	O
after	IN	O
2	CD	O
pm	NN	O
.	.	O
stuck	NN	O
,	,	O
painfully	RB	O
awake	VBP	O
.	.	O
why	WRB	O
do	VBP	O
i	VB	O
not	RB	B-NP
remember	VB	I-NP
going	VBG	O
to	TO	O
bed	VB	O
or	CC	O
waking	VBG	O
up	RP	O
(	(	O
the	DT	O
answer	NN	O
:	:	O
probably	RB	O
seroquel	NN	O
)	)	O
vyvanse	NN	O
make	VBP	O
me	PRP	O
so	IN	O
hyper	JJ	B-NP
and	CC	O
creative	JJ	O
and	CC	O
i	JJ	O
think	NN	O
of	IN	O
so	RB	O
many	JJ	O
tweets	NNS	O
@	JJ	O
deltrimental	NN	O
i	NN	O
came	VBD	O
off	RP	O
pristiq	NN	O
in	IN	O
july	NN	O
last	JJ	O
year	NN	O
.	.	O
i	NN	O
still	RB	O
get	VB	O
brain	NN	B-NP
zaps	NNS	I-NP
when	WRB	O
tired	VBN	O
.	.	O
my	PRP$	O
genitals	NNS	B-NP
aren�t	VBP	I-NP
numb	RB	I-NP
now	RB	O
tho	VBZ	O
-	:	O
swings/roundabouts	NNS	O
owww	NN	O
.	.	O
i	JJ	O
hurt	VBP	O
my	PRP$	O
foot	NN	O
.	.	O
&	CC	O
amp	NN	O
;	:	O
am	VBP	O
concerned	VBN	O
.	.	O
1st	CD	O
warning	VBG	O
on	IN	O
cipro	NN	O
is	VBZ	O
tendon	JJ	B-NP
damage	NN	I-NP
.	.	O
:	:	O
-/	NN	O
it	PRP	O
certainly	RB	O
was	VBD	O
n't	RB	O
a	DT	O
rupture	NN	O
.	.	O
i	JJ	O
'm	VBP	O
sure	JJ	O
i	JJ	O
'm	VBP	O
just	RB	O
paranoid	NN	O
.	.	O
well	RB	O
.	.	O
i	VB	O
abruptly	RB	O
stopped	VBN	O
taking	VBG	O
lamotrigine	NN	O
(	(	O
lamictal	JJ	O
)	)	O
,	,	O
and	CC	O
that	DT	O
is	VBZ	O
why	WRB	O
i	JJ	O
am	VBP	O
having	VBG	O
the	DT	O
pain	NN	B-NP
and	CC	O
weakness	NN	B-NP
.	.	O
possible	JJ	O
seizure	NN	B-NP
.	.	O
oops	NNS	O
.	.	O
vyvanse	NN	O
=	VBZ	O
5	CD	O
lines	NNS	O
of	IN	O
coke	NN	O
.	.	O
ca	MD	O
n't	RB	O
.	.	O
stop	VB	O
.	.	O
moving	VBG	O
.	.	O
@	NN	O
thestomabaglady	NN	O
it	PRP	O
was	VBD	O
explained	VBN	O
to	TO	O
me	PRP	O
that	IN	O
all	PDT	O
the	DT	O
anti-tnfs	JJ	O
can	MD	O
bring	VB	O
out	RP	O
other	JJ	O
issues	NNS	O
.	.	O
i	NN	O
had	VBD	O
severe	JJ	O
joint	JJ	B-NP
pain	NN	I-NP
on	IN	O
humira	NN	O
&	CC	O
amp	NN	O
;	:	O
remicaid	NN	O
accidentally	RB	O
asphyxiating	VBG	O
yourself	PRP	O
trying	VBG	O
to	TO	O
suck	VB	O
a	DT	O
throat	NN	O
lozenge	NN	O
when	WRB	O
you	PRP	O
have	VBP	O
a	DT	O
stuffed	NN	O
nose	RB	O
.	.	O
#	#	O
that	IN	O
@	JJ	O
midwesternwife	NN	O
i	NN	O
feel	VBP	O
your	PRP$	O
pain	NN	O
,	,	O
im	NN	O
allergic	NN	B-NP
to	TO	O
penicillin	VB	O
,	,	O
ammoxicillin	NN	O
,	,	O
levaquin	NN	O
,	,	O
doxycycline	NN	O
.	.	O
it	PRP	O
sucks	VBZ	O
@	JJ	O
guccigreenery	NN	O
i	NN	O
felt	VBD	B-NP
drugged	VBN	I-NP
on	IN	O
ritalin	NN	O
.	.	O
i	JJ	O
love	VBP	O
vyvanse	NN	O
.	.	O
i	NN	O
ca	MD	O
n't	RB	O
tell	VB	O
i	JJ	O
'm	VBP	O
on	IN	O
it	PRP	O
except	IN	O
for	IN	O
feeling	VBG	O
better	JJR	O
and	CC	O
calmer	JJR	O
and	CC	O
